,datetime,rtt
0,2019-01-01 12:50:14,70.531
1,2019-01-01 12:50:15,70.373
2,2019-01-01 12:50:15,75.932
3,2019-01-01 12:50:17,70.545
4,2019-01-01 12:50:17,82.803
5,2019-01-01 12:50:17,69.659
6,2019-01-01 12:50:18,71.203
7,2019-01-01 12:50:18,74.339
8,2019-01-01 12:50:19,77.553
9,2019-01-01 12:50:19,70.494
10,2019-01-01 12:50:19,73.503
11,2019-01-01 12:51:37,78.642
12,2019-01-01 12:51:38,69.224
13,2019-01-01 12:52:03,75.410
14,2019-01-01 12:52:13,71.718
15,2019-01-01 12:52:14,75.808
16,2019-01-01 12:52:14,73.094
17,2019-01-01 12:52:37,70.456
18,2019-01-01 12:52:37,68.377
19,2019-01-01 12:52:38,68.707
20,2019-01-01 12:52:38,68.522
21,2019-01-01 12:52:38,69.320
22,2019-01-01 12:52:39,67.125
23,2019-01-01 12:52:39,68.669
24,2019-01-01 12:52:41,71.413
25,2019-01-01 12:52:43,69.235
26,2019-01-01 12:52:44,67.591
27,2019-01-01 12:52:45,68.668
28,2019-01-01 12:52:50,68.172
29,2019-01-01 12:52:51,69.365
30,2019-01-01 12:53:35,67.251
31,2019-01-01 12:53:35,76.788
32,2019-01-01 12:53:37,70.984
33,2019-01-01 12:53:38,72.628
34,2019-01-01 12:54:20,68.205
35,2019-01-01 12:54:52,71.683
36,2019-01-01 12:54:53,73.054
37,2019-01-01 12:54:53,73.577
38,2019-01-01 12:54:54,71.190
39,2019-01-01 12:54:56,71.863
40,2019-01-01 12:55:46,68.681
41,2019-01-01 12:55:46,76.083
42,2019-01-01 12:55:48,83.393
43,2019-01-01 12:55:48,71.221
44,2019-01-01 12:55:49,74.580
45,2019-01-01 12:55:50,75.536
46,2019-01-01 12:56:33,77.703
47,2019-01-01 12:58:38,71.496
48,2019-01-01 12:58:38,70.509
49,2019-01-01 12:58:38,73.057
50,2019-01-01 12:58:39,70.292
51,2019-01-01 12:58:39,67.939
52,2019-01-01 12:58:39,70.927
53,2019-01-01 12:58:39,69.178
54,2019-01-01 12:58:39,69.362
55,2019-01-01 12:58:40,70.730
56,2019-01-01 12:58:40,70.359
57,2019-01-01 12:58:40,70.817
58,2019-01-01 12:58:41,71.788
59,2019-01-01 12:58:41,71.649
60,2019-01-01 12:58:41,71.395
61,2019-01-01 12:58:41,70.582
62,2019-01-01 12:58:42,72.685
63,2019-01-01 12:58:42,70.937
64,2019-01-01 12:58:42,71.376
65,2019-01-01 13:00:06,75.429
66,2019-01-01 13:00:12,73.294
67,2019-01-01 13:00:39,66.958
68,2019-01-01 13:00:45,74.984
69,2019-01-01 13:01:13,71.364
70,2019-01-01 13:01:14,71.941
71,2019-01-01 13:01:14,73.217
72,2019-01-01 13:01:15,68.499
73,2019-01-01 13:01:16,71.900
74,2019-01-01 13:01:16,73.016
75,2019-01-01 13:01:16,71.485
76,2019-01-01 13:01:16,67.934
77,2019-01-01 13:01:16,72.911
78,2019-01-01 13:01:17,72.141
79,2019-01-01 13:01:18,74.758
80,2019-01-01 13:01:21,74.877
81,2019-01-01 13:02:19,71.533
82,2019-01-01 13:02:54,69.214
83,2019-01-01 13:02:55,73.324
84,2019-01-01 13:02:56,74.807
85,2019-01-01 13:02:56,71.481
86,2019-01-01 13:02:57,77.261
87,2019-01-01 13:02:57,67.625
88,2019-01-01 13:03:31,70.664
89,2019-01-01 13:03:31,71.651
90,2019-01-01 13:03:32,69.199
91,2019-01-01 13:03:39,72.062
92,2019-01-01 13:03:40,81.078
93,2019-01-01 13:04:27,69.060
94,2019-01-01 13:04:27,72.502
95,2019-01-01 13:04:28,71.142
96,2019-01-01 13:04:29,70.533
97,2019-01-01 13:04:32,70.265
98,2019-01-01 13:04:32,70.415
99,2019-01-01 13:07:26,284.087
100,2019-01-01 13:07:26,292.555
101,2019-01-01 13:07:26,73.047
102,2019-01-01 13:07:27,69.388
103,2019-01-01 13:07:27,79.155
104,2019-01-01 13:07:27,75.538
105,2019-01-01 13:07:27,72.708
106,2019-01-01 13:07:27,71.321
107,2019-01-01 13:07:27,71.625
108,2019-01-01 13:07:27,74.202
109,2019-01-01 13:07:28,68.000
110,2019-01-01 13:07:29,70.397
111,2019-01-01 13:07:29,70.467
112,2019-01-01 13:07:30,72.055
113,2019-01-01 13:09:25,72.330
114,2019-01-01 13:09:40,68.633
115,2019-01-01 13:09:53,72.680
116,2019-01-01 13:10:02,70.380
117,2019-01-01 13:10:03,81.615
