,datetime,rtt
0,2019-01-01 12:50:14,13.513
1,2019-01-01 12:50:15,19.941
2,2019-01-01 12:50:16,24.455
3,2019-01-01 12:50:16,11.454
4,2019-01-01 12:50:16,12.632
5,2019-01-01 12:50:16,34.692
6,2019-01-01 12:50:16,23.004
7,2019-01-01 12:50:17,19.089
8,2019-01-01 12:50:17,15.995
9,2019-01-01 12:50:17,16.651
10,2019-01-01 12:50:18,22.316
11,2019-01-01 12:50:18,19.756
12,2019-01-01 12:50:18,21.218
13,2019-01-01 12:51:38,44.740
14,2019-01-01 12:51:39,34.173
15,2019-01-01 12:51:52,16.606
16,2019-01-01 12:52:05,11.214
17,2019-01-01 12:52:08,11.149
18,2019-01-01 12:52:37,37.445
19,2019-01-01 12:52:38,10.384
20,2019-01-01 12:52:39,18.325
21,2019-01-01 12:52:40,10.116
22,2019-01-01 12:52:40,11.869
23,2019-01-01 12:52:41,11.250
24,2019-01-01 12:52:43,11.103
25,2019-01-01 12:52:44,32.798
26,2019-01-01 12:52:47,11.618
27,2019-01-01 12:52:49,11.125
28,2019-01-01 12:53:37,11.374
29,2019-01-01 12:53:41,10.473
30,2019-01-01 12:53:41,10.400
31,2019-01-01 12:54:19,12.202
32,2019-01-01 12:54:22,14.667
33,2019-01-01 12:54:27,14.736
34,2019-01-01 12:54:31,11.168
35,2019-01-01 12:54:53,12.383
36,2019-01-01 12:54:53,23.230
37,2019-01-01 12:54:54,12.583
38,2019-01-01 12:54:55,12.900
39,2019-01-01 12:54:56,16.214
40,2019-01-01 12:55:47,17.018
41,2019-01-01 12:55:57,23.378
42,2019-01-01 12:56:32,13.026
43,2019-01-01 12:58:38,11.009
44,2019-01-01 12:58:38,16.176
45,2019-01-01 12:58:38,14.953
46,2019-01-01 12:58:39,33.750
47,2019-01-01 12:58:39,13.352
48,2019-01-01 12:58:39,23.664
49,2019-01-01 12:58:40,14.331
50,2019-01-01 12:58:40,14.038
51,2019-01-01 12:58:40,15.372
52,2019-01-01 12:58:41,52.179
53,2019-01-01 12:58:42,14.051
54,2019-01-01 13:00:11,22.361
55,2019-01-01 13:00:43,11.314
56,2019-01-01 13:00:45,15.508
57,2019-01-01 13:00:53,14.475
58,2019-01-01 13:01:14,16.143
59,2019-01-01 13:01:14,21.231
60,2019-01-01 13:01:14,19.024
61,2019-01-01 13:01:14,29.440
62,2019-01-01 13:01:16,21.733
63,2019-01-01 13:01:16,23.099
64,2019-01-01 13:01:16,16.007
65,2019-01-01 13:01:16,23.303
66,2019-01-01 13:01:16,20.930
67,2019-01-01 13:01:16,13.715
68,2019-01-01 13:01:18,17.086
69,2019-01-01 13:01:24,21.091
70,2019-01-01 13:01:25,18.223
71,2019-01-01 13:02:20,15.021
72,2019-01-01 13:02:55,14.445
73,2019-01-01 13:02:55,13.675
74,2019-01-01 13:02:56,14.211
75,2019-01-01 13:03:33,14.482
76,2019-01-01 13:03:33,13.189
77,2019-01-01 13:03:40,14.886
78,2019-01-01 13:04:25,12.318
79,2019-01-01 13:04:25,13.866
80,2019-01-01 13:04:26,16.913
81,2019-01-01 13:04:27,13.943
82,2019-01-01 13:04:29,13.820
83,2019-01-01 13:04:35,43.225
84,2019-01-01 13:07:26,14.259
85,2019-01-01 13:07:26,17.653
86,2019-01-01 13:07:27,17.360
87,2019-01-01 13:07:27,12.322
88,2019-01-01 13:07:27,17.117
89,2019-01-01 13:07:27,13.031
90,2019-01-01 13:07:27,14.452
91,2019-01-01 13:07:28,15.472
92,2019-01-01 13:07:28,16.066
93,2019-01-01 13:07:29,13.377
94,2019-01-01 13:07:29,14.241
95,2019-01-01 13:07:30,15.566
96,2019-01-01 13:07:30,14.980
97,2019-01-01 13:08:53,18.247
98,2019-01-01 13:09:00,30.255
99,2019-01-01 13:09:32,18.736
100,2019-01-01 13:09:39,14.048
101,2019-01-01 13:09:39,34.725
102,2019-01-01 13:09:41,14.664
103,2019-01-01 13:10:03,18.600
104,2019-01-01 13:10:03,14.947
105,2019-01-01 13:10:04,17.684
106,2019-01-01 13:10:06,19.996
107,2019-01-01 13:10:06,16.643
108,2019-01-01 13:10:59,40.249
109,2019-01-01 13:10:59,28.328
110,2019-01-01 13:10:59,23.915
111,2019-01-01 13:11:05,14.405
112,2019-01-01 13:11:05,19.896
113,2019-01-01 13:11:43,23.112
114,2019-01-01 13:11:44,13.916
115,2019-01-01 13:11:46,16.938
116,2019-01-01 13:11:52,14.334
117,2019-01-01 13:11:52,15.396
118,2019-01-01 13:11:53,14.431
119,2019-01-01 13:11:55,23.830
120,2019-01-01 13:13:23,22.295
121,2019-01-01 13:13:24,24.115
122,2019-01-01 13:13:24,12.940
123,2019-01-01 13:16:53,15.449
124,2019-01-01 13:16:55,10.981
125,2019-01-01 13:16:55,31.553
126,2019-01-01 13:16:55,28.543
127,2019-01-01 13:16:55,11.226
128,2019-01-01 13:16:55,11.033
129,2019-01-01 13:16:56,13.770
130,2019-01-01 13:16:56,11.452
131,2019-01-01 13:18:14,18.525
132,2019-01-01 13:18:17,16.010
133,2019-01-01 13:18:45,10.843
134,2019-01-01 13:18:47,10.881
135,2019-01-01 13:18:58,11.064
136,2019-01-01 13:19:18,12.516
137,2019-01-01 13:19:18,11.386
138,2019-01-01 13:19:21,13.588
139,2019-01-01 13:20:14,25.775
140,2019-01-01 13:20:16,13.183
141,2019-01-01 13:20:16,24.888
142,2019-01-01 13:20:19,10.864
143,2019-01-01 13:20:23,36.743
144,2019-01-01 13:20:59,12.598
145,2019-01-01 13:21:36,25.521
146,2019-01-01 13:21:36,14.526
147,2019-01-01 13:21:42,12.602
148,2019-01-01 13:22:23,12.279
149,2019-01-01 13:22:28,11.436
150,2019-01-01 13:22:29,13.460
151,2019-01-01 13:26:01,11.221
152,2019-01-01 13:26:01,22.015
153,2019-01-01 13:26:02,16.753
154,2019-01-01 13:26:03,20.216
155,2019-01-01 13:26:04,11.076
156,2019-01-01 13:26:04,21.464
157,2019-01-01 13:26:04,20.543
158,2019-01-01 13:26:05,10.827
159,2019-01-01 13:27:23,11.494
160,2019-01-01 13:27:34,21.782
161,2019-01-01 13:28:05,10.332
162,2019-01-01 13:28:05,13.311
163,2019-01-01 13:28:10,14.071
164,2019-01-01 13:28:11,18.946
165,2019-01-01 13:28:17,20.936
166,2019-01-01 13:28:37,25.290
