,datetime,rtt
0,2019-01-01 12:50:15,55.170
1,2019-01-01 12:50:15,52.462
2,2019-01-01 12:50:16,59.496
3,2019-01-01 12:50:16,54.111
4,2019-01-01 12:50:17,59.082
5,2019-01-01 12:50:17,70.203
6,2019-01-01 12:50:18,53.913
7,2019-01-01 12:50:19,54.772
8,2019-01-01 12:52:14,52.119
9,2019-01-01 12:52:39,52.826
10,2019-01-01 12:52:39,58.269
11,2019-01-01 12:52:40,51.404
12,2019-01-01 12:52:41,51.956
13,2019-01-01 12:52:43,51.651
14,2019-01-01 12:52:49,51.878
15,2019-01-01 12:53:38,52.402
16,2019-01-01 12:54:18,51.656
17,2019-01-01 12:54:51,54.624
18,2019-01-01 12:54:53,51.528
19,2019-01-01 12:54:54,55.240
20,2019-01-01 12:54:54,61.173
21,2019-01-01 12:54:55,52.489
22,2019-01-01 12:54:59,55.669
23,2019-01-01 12:55:45,63.000
24,2019-01-01 12:55:56,60.331
25,2019-01-01 12:58:38,56.178
26,2019-01-01 12:58:39,61.298
27,2019-01-01 12:58:40,54.515
28,2019-01-01 12:58:40,51.965
29,2019-01-01 12:58:41,56.122
30,2019-01-01 12:58:41,54.878
31,2019-01-01 12:58:41,55.175
32,2019-01-01 12:58:42,55.615
33,2019-01-01 12:58:42,51.486
34,2019-01-01 13:00:12,53.679
35,2019-01-01 13:00:41,61.663
36,2019-01-01 13:00:46,62.262
37,2019-01-01 13:01:17,56.445
38,2019-01-01 13:01:18,56.767
39,2019-01-01 13:01:18,61.640
40,2019-01-01 13:01:19,62.410
41,2019-01-01 13:02:19,54.308
42,2019-01-01 13:03:29,53.632
43,2019-01-01 13:03:31,55.011
44,2019-01-01 13:03:33,54.144
45,2019-01-01 13:03:40,64.097
46,2019-01-01 13:04:26,53.887
47,2019-01-01 13:04:29,51.459
48,2019-01-01 13:07:25,55.218
49,2019-01-01 13:07:25,54.780
50,2019-01-01 13:07:25,55.647
51,2019-01-01 13:07:26,94.191
52,2019-01-01 13:07:26,142.873
53,2019-01-01 13:07:27,58.361
54,2019-01-01 13:07:27,57.231
55,2019-01-01 13:07:29,60.886
56,2019-01-01 13:07:29,54.592
57,2019-01-01 13:07:30,54.815
58,2019-01-01 13:07:30,51.431
59,2019-01-01 13:07:30,54.949
60,2019-01-01 13:08:52,55.080
61,2019-01-01 13:09:29,55.044
62,2019-01-01 13:09:31,51.673
63,2019-01-01 13:09:35,55.496
64,2019-01-01 13:09:41,55.081
65,2019-01-01 13:09:54,55.557
66,2019-01-01 13:09:54,61.008
67,2019-01-01 13:10:03,55.050
68,2019-01-01 13:10:03,55.731
69,2019-01-01 13:10:05,60.991
70,2019-01-01 13:10:06,57.645
71,2019-01-01 13:10:06,65.774
72,2019-01-01 13:10:07,55.378
73,2019-01-01 13:10:59,56.494
74,2019-01-01 13:11:04,60.634
75,2019-01-01 13:11:14,60.357
76,2019-01-01 13:11:44,56.525
77,2019-01-01 13:11:44,58.131
78,2019-01-01 13:12:25,56.120
79,2019-01-01 13:12:25,52.705
80,2019-01-01 13:12:27,51.259
81,2019-01-01 13:12:27,52.676
82,2019-01-01 13:12:30,52.723
83,2019-01-01 13:13:16,51.933
84,2019-01-01 13:13:17,51.795
85,2019-01-01 13:13:22,52.470
86,2019-01-01 13:16:53,54.952
87,2019-01-01 13:16:55,52.399
88,2019-01-01 13:16:56,52.760
89,2019-01-01 13:16:56,53.769
90,2019-01-01 13:16:56,52.331
91,2019-01-01 13:16:56,51.788
92,2019-01-01 13:16:57,51.738
93,2019-01-01 13:19:17,51.989
94,2019-01-01 13:19:21,51.401
95,2019-01-01 13:20:16,54.587
96,2019-01-01 13:20:18,63.429
97,2019-01-01 13:20:18,53.106
98,2019-01-01 13:20:23,56.025
99,2019-01-01 13:20:58,55.452
100,2019-01-01 13:21:35,54.282
101,2019-01-01 13:21:35,63.903
102,2019-01-01 13:21:36,59.893
103,2019-01-01 13:21:39,54.747
104,2019-01-01 13:21:43,59.683
105,2019-01-01 13:22:27,52.466
106,2019-01-01 13:22:35,53.032
107,2019-01-01 13:26:01,57.328
108,2019-01-01 13:26:01,54.986
109,2019-01-01 13:26:01,62.646
110,2019-01-01 13:26:01,53.091
111,2019-01-01 13:26:01,59.059
112,2019-01-01 13:26:02,55.241
113,2019-01-01 13:26:02,59.274
114,2019-01-01 13:26:02,54.482
115,2019-01-01 13:26:02,61.608
116,2019-01-01 13:26:03,56.471
117,2019-01-01 13:26:03,59.159
118,2019-01-01 13:26:03,60.137
119,2019-01-01 13:26:03,60.623
120,2019-01-01 13:26:03,62.141
121,2019-01-01 13:26:05,52.193
122,2019-01-01 13:27:36,58.836
123,2019-01-01 13:28:02,51.603
124,2019-01-01 13:28:05,56.795
125,2019-01-01 13:28:06,56.737
126,2019-01-01 13:28:06,51.689
127,2019-01-01 13:28:10,56.672
128,2019-01-01 13:28:10,52.749
129,2019-01-01 13:28:38,58.338
130,2019-01-01 13:28:40,51.535
131,2019-01-01 13:28:44,56.212
132,2019-01-01 13:28:45,51.194
133,2019-01-01 13:29:35,53.633
134,2019-01-01 13:29:39,51.960
135,2019-01-01 13:30:11,53.421
136,2019-01-01 13:30:15,58.795
137,2019-01-01 13:30:15,51.671
138,2019-01-01 13:30:20,59.821
139,2019-01-01 13:30:53,60.783
140,2019-01-01 13:30:53,60.025
141,2019-01-01 13:30:54,53.255
142,2019-01-01 13:30:54,56.652
143,2019-01-01 13:30:55,52.955
144,2019-01-01 13:30:57,55.210
145,2019-01-01 13:32:24,54.519
146,2019-01-01 13:35:10,63.039
147,2019-01-01 13:35:10,69.153
148,2019-01-01 13:35:11,62.231
149,2019-01-01 13:35:11,56.201
150,2019-01-01 13:35:12,63.220
151,2019-01-01 13:35:12,55.180
152,2019-01-01 13:35:13,61.767
153,2019-01-01 13:35:14,54.967
