,datetime,rtt
0,2019-01-01 12:50:14,31.706
1,2019-01-01 12:50:15,33.393
2,2019-01-01 12:50:15,32.188
3,2019-01-01 12:50:15,33.880
4,2019-01-01 12:50:16,30.188
5,2019-01-01 12:50:16,31.864
6,2019-01-01 12:50:17,28.897
7,2019-01-01 12:50:17,27.114
8,2019-01-01 12:50:18,27.713
9,2019-01-01 12:50:18,31.698
10,2019-01-01 12:50:18,34.623
11,2019-01-01 12:50:18,26.370
12,2019-01-01 12:50:18,25.687
13,2019-01-01 12:50:19,31.920
14,2019-01-01 12:50:20,26.166
15,2019-01-01 12:50:22,31.748
16,2019-01-01 12:50:24,32.504
17,2019-01-01 12:51:37,32.614
18,2019-01-01 12:52:05,24.097
19,2019-01-01 12:52:13,26.344
20,2019-01-01 12:52:37,24.797
21,2019-01-01 12:52:37,24.706
22,2019-01-01 12:52:37,26.987
23,2019-01-01 12:52:38,24.717
24,2019-01-01 12:52:48,25.570
25,2019-01-01 12:52:49,24.494
26,2019-01-01 12:53:38,25.388
27,2019-01-01 12:53:38,27.781
28,2019-01-01 12:53:39,23.803
29,2019-01-01 12:54:54,31.893
30,2019-01-01 12:54:54,24.695
31,2019-01-01 12:54:57,24.238
32,2019-01-01 12:55:46,25.134
33,2019-01-01 12:55:48,26.681
34,2019-01-01 12:55:57,25.456
35,2019-01-01 12:56:32,26.407
36,2019-01-01 12:56:32,26.443
37,2019-01-01 12:58:38,27.922
38,2019-01-01 12:58:38,26.319
39,2019-01-01 12:58:38,27.659
40,2019-01-01 12:58:38,26.941
41,2019-01-01 12:58:38,35.183
42,2019-01-01 12:58:38,24.464
43,2019-01-01 12:58:38,26.996
44,2019-01-01 12:58:39,23.703
45,2019-01-01 12:58:39,29.419
46,2019-01-01 12:58:39,30.380
47,2019-01-01 12:58:40,29.424
48,2019-01-01 12:58:40,31.133
49,2019-01-01 12:58:41,26.887
50,2019-01-01 12:58:41,28.225
51,2019-01-01 12:58:42,24.686
52,2019-01-01 12:58:43,28.902
53,2019-01-01 13:00:06,29.541
54,2019-01-01 13:00:06,32.544
55,2019-01-01 13:00:39,26.544
56,2019-01-01 13:00:45,33.291
57,2019-01-01 13:00:50,31.524
58,2019-01-01 13:01:14,32.498
59,2019-01-01 13:01:14,33.254
60,2019-01-01 13:01:15,26.442
61,2019-01-01 13:01:15,33.596
62,2019-01-01 13:01:15,32.295
63,2019-01-01 13:01:18,24.310
64,2019-01-01 13:01:18,32.276
65,2019-01-01 13:01:19,24.338
66,2019-01-01 13:01:19,24.793
67,2019-01-01 13:01:22,26.741
68,2019-01-01 13:01:25,27.180
69,2019-01-01 13:02:19,27.168
70,2019-01-01 13:02:55,26.661
71,2019-01-01 13:02:55,27.252
72,2019-01-01 13:02:55,26.783
73,2019-01-01 13:02:57,26.916
74,2019-01-01 13:02:59,26.549
75,2019-01-01 13:03:29,26.898
76,2019-01-01 13:03:30,26.983
77,2019-01-01 13:03:30,27.803
78,2019-01-01 13:03:31,35.518
79,2019-01-01 13:03:31,30.312
80,2019-01-01 13:03:31,27.392
81,2019-01-01 13:04:26,26.817
82,2019-01-01 13:04:27,24.857
83,2019-01-01 13:04:29,26.682
84,2019-01-01 13:04:29,28.671
85,2019-01-01 13:04:32,27.021
86,2019-01-01 13:07:26,28.089
87,2019-01-01 13:07:26,302.361
88,2019-01-01 13:07:28,26.607
89,2019-01-01 13:07:29,28.669
90,2019-01-01 13:07:29,31.295
91,2019-01-01 13:07:30,27.963
92,2019-01-01 13:07:30,24.470
93,2019-01-01 13:07:30,33.340
94,2019-01-01 13:09:28,30.556
95,2019-01-01 13:09:39,28.133
96,2019-01-01 13:09:41,29.196
97,2019-01-01 13:10:03,38.047
98,2019-01-01 13:10:04,28.220
99,2019-01-01 13:10:04,27.906
100,2019-01-01 13:10:05,37.161
101,2019-01-01 13:10:06,27.253
102,2019-01-01 13:10:07,35.304
103,2019-01-01 13:10:07,31.582
104,2019-01-01 13:11:00,29.548
105,2019-01-01 13:11:00,26.387
106,2019-01-01 13:11:04,26.962
107,2019-01-01 13:11:05,28.804
108,2019-01-01 13:11:06,28.651
109,2019-01-01 13:11:43,38.406
110,2019-01-01 13:11:45,36.007
111,2019-01-01 13:11:46,27.132
112,2019-01-01 13:11:52,33.371
113,2019-01-01 13:12:24,26.020
114,2019-01-01 13:12:26,25.871
115,2019-01-01 13:12:27,24.604
116,2019-01-01 13:12:28,24.447
117,2019-01-01 13:12:29,24.949
118,2019-01-01 13:13:17,28.022
119,2019-01-01 13:13:17,28.652
120,2019-01-01 13:13:19,23.807
121,2019-01-01 13:13:23,27.660
122,2019-01-01 13:16:53,24.790
123,2019-01-01 13:16:54,24.185
124,2019-01-01 13:16:54,24.020
125,2019-01-01 13:16:54,25.081
126,2019-01-01 13:16:55,26.342
127,2019-01-01 13:16:56,24.156
128,2019-01-01 13:16:56,23.795
129,2019-01-01 13:16:56,24.413
130,2019-01-01 13:16:57,23.662
131,2019-01-01 13:16:57,24.066
132,2019-01-01 13:16:57,24.305
133,2019-01-01 13:16:57,23.969
134,2019-01-01 13:16:58,24.141
135,2019-01-01 13:18:48,24.559
136,2019-01-01 13:19:17,24.388
137,2019-01-01 13:19:18,23.924
138,2019-01-01 13:19:20,24.476
139,2019-01-01 13:19:20,25.440
140,2019-01-01 13:19:20,24.382
141,2019-01-01 13:19:20,23.660
142,2019-01-01 13:19:20,24.098
143,2019-01-01 13:19:20,23.912
144,2019-01-01 13:19:22,23.854
145,2019-01-01 13:19:23,26.580
146,2019-01-01 13:19:25,29.292
147,2019-01-01 13:20:17,33.754
148,2019-01-01 13:20:19,32.574
149,2019-01-01 13:20:24,27.381
150,2019-01-01 13:20:58,28.540
151,2019-01-01 13:21:01,36.022
152,2019-01-01 13:21:01,26.366
153,2019-01-01 13:21:03,45.329
154,2019-01-01 13:21:13,27.393
155,2019-01-01 13:21:36,33.693
156,2019-01-01 13:21:36,34.968
157,2019-01-01 13:21:36,27.251
158,2019-01-01 13:21:37,33.920
159,2019-01-01 13:21:42,27.300
160,2019-01-01 13:22:27,24.009
161,2019-01-01 13:22:28,30.657
162,2019-01-01 13:22:29,23.735
163,2019-01-01 13:26:00,25.609
164,2019-01-01 13:26:01,24.070
165,2019-01-01 13:26:03,24.822
166,2019-01-01 13:26:04,30.390
167,2019-01-01 13:26:04,23.867
168,2019-01-01 13:26:05,24.786
169,2019-01-01 13:26:05,32.565
170,2019-01-01 13:26:05,26.187
171,2019-01-01 13:27:22,24.696
172,2019-01-01 13:28:09,26.161
173,2019-01-01 13:28:09,24.867
174,2019-01-01 13:28:11,24.522
175,2019-01-01 13:28:36,23.680
176,2019-01-01 13:28:37,25.104
177,2019-01-01 13:28:37,24.930
178,2019-01-01 13:28:38,24.823
179,2019-01-01 13:28:39,38.055
180,2019-01-01 13:28:39,29.015
181,2019-01-01 13:28:40,24.673
182,2019-01-01 13:29:39,26.481
183,2019-01-01 13:30:11,28.759
184,2019-01-01 13:30:53,31.429
185,2019-01-01 13:30:54,31.557
186,2019-01-01 13:30:54,30.957
187,2019-01-01 13:30:57,25.476
188,2019-01-01 13:31:03,28.313
189,2019-01-01 13:31:03,29.988
190,2019-01-01 13:31:46,32.652
191,2019-01-01 13:31:47,31.141
192,2019-01-01 13:31:50,29.027
193,2019-01-01 13:31:50,29.441
194,2019-01-01 13:35:10,35.998
195,2019-01-01 13:35:11,29.282
196,2019-01-01 13:35:11,35.747
197,2019-01-01 13:35:11,32.896
198,2019-01-01 13:35:12,33.036
199,2019-01-01 13:35:12,33.124
200,2019-01-01 13:35:12,26.852
201,2019-01-01 13:35:13,35.303
202,2019-01-01 13:35:14,34.816
203,2019-01-01 13:37:15,27.951
204,2019-01-01 13:37:25,27.960
205,2019-01-01 13:37:25,25.352
206,2019-01-01 13:37:25,36.970
207,2019-01-01 13:37:28,28.773
208,2019-01-01 13:37:54,25.328
209,2019-01-01 13:37:55,26.654
210,2019-01-01 13:37:55,27.732
211,2019-01-01 13:37:55,27.300
212,2019-01-01 13:37:55,24.446
213,2019-01-01 13:37:56,28.129
214,2019-01-01 13:37:57,28.587
215,2019-01-01 13:37:58,26.580
216,2019-01-01 13:38:59,28.879
217,2019-01-01 13:39:33,23.926
218,2019-01-01 13:39:34,26.278
219,2019-01-01 13:39:35,28.943
220,2019-01-01 13:40:12,30.999
221,2019-01-01 13:40:13,25.728
222,2019-01-01 13:40:14,26.837
223,2019-01-01 13:40:14,31.115
224,2019-01-01 13:40:15,32.355
225,2019-01-01 13:40:20,30.661
226,2019-01-01 13:43:56,25.869
227,2019-01-01 13:43:57,23.937
228,2019-01-01 13:43:57,24.038
229,2019-01-01 13:43:57,26.251
230,2019-01-01 13:43:58,24.609
231,2019-01-01 13:43:59,27.544
232,2019-01-01 13:44:00,26.245
233,2019-01-01 13:44:00,29.170
234,2019-01-01 13:45:23,36.092
235,2019-01-01 13:45:25,26.128
236,2019-01-01 13:46:04,37.857
237,2019-01-01 13:46:04,25.894
238,2019-01-01 13:46:11,30.709
239,2019-01-01 13:46:35,27.411
240,2019-01-01 13:46:35,27.766
241,2019-01-01 13:46:37,27.194
242,2019-01-01 13:46:37,35.037
243,2019-01-01 13:46:38,27.662
244,2019-01-01 13:46:38,30.428
245,2019-01-01 13:46:39,28.634
246,2019-01-01 13:46:48,26.251
247,2019-01-01 13:47:42,23.354
248,2019-01-01 13:47:47,25.540
249,2019-01-01 13:47:47,24.097
250,2019-01-01 13:48:18,28.901
251,2019-01-01 13:48:19,27.965
252,2019-01-01 13:48:21,26.249
253,2019-01-01 13:48:23,24.942
254,2019-01-01 13:49:00,25.631
255,2019-01-01 13:49:48,27.637
256,2019-01-01 13:49:48,24.820
257,2019-01-01 13:49:49,24.566
258,2019-01-01 13:49:49,28.522
259,2019-01-01 13:49:50,26.824
260,2019-01-01 13:52:34,23.815
261,2019-01-01 13:52:35,24.382
262,2019-01-01 13:52:36,24.427
263,2019-01-01 13:52:37,28.353
264,2019-01-01 13:52:37,23.948
265,2019-01-01 13:52:38,25.203
266,2019-01-01 13:52:38,23.920
267,2019-01-01 13:52:38,25.966
268,2019-01-01 13:54:40,23.906
269,2019-01-01 13:54:40,24.496
270,2019-01-01 13:54:46,29.197
271,2019-01-01 13:54:52,33.369
272,2019-01-01 13:55:23,27.836
273,2019-01-01 13:55:23,25.894
274,2019-01-01 13:56:16,36.433
275,2019-01-01 13:56:16,37.626
276,2019-01-01 13:56:51,29.174
277,2019-01-01 13:56:52,46.535
278,2019-01-01 13:57:38,35.583
279,2019-01-01 13:57:42,24.314
280,2019-01-01 13:57:45,24.509
281,2019-01-01 14:01:02,24.820
282,2019-01-01 14:01:03,31.041
283,2019-01-01 14:01:03,26.203
